address,city,country,state,name,lon,lat
346 Grand Ave,Oakland,USA,CA,Brothers Brewing Company,-122.25636,37.80914
345 Healdsburg Ave,Healdsb,USA,CA,Bear Republic Brewing,-122.87075,38.61105
3435 Cesar Chavez #227,San Francisco,USA,CA,Shmaltz Enterprises,-122.41872,37.74812
3416 Adams Avenue,San Diego,USA,CA,Automatic Brewing,-117.12015,32.76359
3416 Adams Ave,San Diego,USA,CA,Blind Lady Ale House,-117.12015,32.76359
3397 Mission Inn Ave,Riverside,USA,CA,Heroes Restaurant & Brewery,-117.36985,33.98149
3397 Mission Inn Ave,Riverside,USA,CA,Heroes Restaurant & Brewery,-117.36985,33.98148
339 Georgia St,Vallejo,USA,CA,Pint Size Brewing Co,-122.19232,38.10242
336 South Anaheim Blvd,Anaheim,USA,CA,Anaheim Brewery,-117.91251,33.83263
333 California Dr,Burlingame,USA,CA,Steelhead Brewing Co,-122.34631,37.58024
333 California Dr,Burlingame,USA,CA,Steelhead Brewing,-122.3463,37.57995
332 Earhart Way,Livermore,USA,CA,Eight Bridges Brewing,-121.81255,37.69899
3306 Victoria Ave,Lafayette,USA,CA,Alpenglow Beer Co,-122.10368,37.89051
330 Littlefield Ave,San Francisco,USA,CA,Armstrong Brewing,-122.39439,37.64756
33 E San Fernando St,San Jose,USA,CA,Gordon Biersch Brewing,-121.88873,37.33467
3277 Swetzer Road,Loomis,USA,CA,Loomis Basin Brewing,-121.19045,38.83194
3229 Durfee Ave,El Monte,USA,CA,Skyscraper Brewing,-118.01242,34.06161
3220 Peninsula Road #261,Oxnard,USA,CA,Rabid Squirrel Brewery,-119.22522,34.1715
3193 Mission St,San Francisco,USA,CA,Old Bus Tavern,-122.41943,37.74568
31872 Marcasite Lane,Castaic,USA,CA,Revolutionary Brewing,-118.61706,34.49952
3176 Thorn St,San Diego,USA,CA,Thorn Street Brewery,-117.1255,32.73935
31738-E Rancho Viejo Rd,San Juan Capistrano,USA,CA,Capistrano Brewing,-117.66529,33.49557
317 Leidesdorf St,Fol,USA,CA,Lockdown Brewing Company,-121.16329,38.68159
315 South Broadway St,Orcutt,USA,CA,Orcutt Brewing Company,-120.44785,34.86278
311 South Pine St #101-C,Madera,USA,CA,Three Monkeys Brewing Co,-120.07319,36.94959
3101 Busch Dr,Faifi,USA,CA,Anheuser-Busch,-122.08433,38.23772
3100 Spengler Way,Turlock,USA,CA,Dust Bowl Brewing,-120.88354,37.4843
3100 Spengler Way,Turlock,USA,CA,Dust Bowl Brewing,-120.88373,37.48401
3100 Airway Avenue,Costa Mesa,USA,CA,Legend Beverage  Inc.,-117.87418,33.67412
30961 Agoura Road #321,Westlake Village,USA,CA,Sundowner Brewery,-118.79589,34.14559
3096 East Tenth St,Oakland,USA,CA,Ale Industries,-122.22823,37.77616
309 West 4th St,Santa Ana,USA,CA,Good Beer Co,-117.8702,33.74809
30640 Gunther St,Thousand Palms,USA,CA,Coachella Valley Brewing,-116.4014,33.82659
3056 Roswell St,Los Angeles,USA,CA,Eagle Rock Brewery,-118.24327,34.11486
3055 Limestone Way,Paso Robles,USA,CA,BarrelHouse Brewing,-120.69095,35.57593
3030 Barrett Park Lane,Lincoln,USA,CA,Double Dog Brewing,-121.23897,38.92941
303 Potrero St Suite B,Santa Cruz,USA,CA,Uncommon Brewers,-122.03008,36.98144
3025 El Cajon Boulevard,San Diego,USA,CA,Tiger! Tiger!,-117.12958,32.75515
3020 St. Helena Hwy N.,Saint Helena,USA,CA,Silverado Brewing,-122.49715,38.52448
30105 Agoura Road,Agoura Hills,USA,CA,The LAB Brewing Co,-118.77862,34.14562
301 North El Camino Real,San Clemente,USA,CA,Pizza Port Brewing Company,-117.61371,33.42867
300 North Main St,Corona,USA,CA,Main Street Brewery,-117.56524,33.88326
300 Frank H. Ogawa Plaza,Oakland,USA,CA,Fossil Fuels Brewing Co,-122.2714,37.80485
300 Cumberland St,Pittsburg,USA,CA,Heretic Brewing Co,-121.83009,38.00289
300 Cumberland St,Pittsburg,USA,CA,EJ Phair Brewing Company & Alehouse,-121.88251,38.03302
30 Ave Portola Suite B,El Granada,USA,CA,Hop Dogma Brewing,-122.46953,37.50232
3 Alverda Drive,Oroville,USA,CA,Feather Falls Brewing,-121.52141,39.46572
29851-D Aventura,Rancho Santa Margarita,USA,CA,Saddleback Brewery,-117.60944,33.63614
29851 Aventura Unit D,Rancho Santa Margarita,USA,CA,Cismontane Brewing Company,-117.60955,33.6366
2965 Monterey Salinas Hwy,Monterey,USA,CA,Monterey Bay Brewing,-121.82757,36.58067
2957-B Randolph Ave,Costa Mesa,USA,CA,Barley Forge Brewing,-117.88829,33.6787
294 South Sacramento St,Lodi,USA,CA,Turning Gear Brewing,-121.27256,38.13035
29281 Agoura Road,Agoura Hills,USA,CA,Ladyface Alehouse & Brasserie,-118.7629,34.14347
29201 Heathercliff Rd,Malibu,USA,CA,County Coast Brewing,-118.80968,34.02035
2920 Newport Blvd,Newport Beach,USA,CA,Newport Beach Brewing,-117.92997,33.61431
2917 Eastland Center Dr,West Covina,USA,CA,BJ's Restaurant and Brewery,-117.88355,34.07467
2910-D East La Palma Ave,Anaheim,USA,CA,Hoparazzi Brewing Co,-117.9145,33.83529
2910 East La Palma Ave,Anaheim,USA,CA,Shire Reeve Brewing,-117.86492,33.84923
29095 Old Town Front St,Temecula,USA,CA,Garage Brewing & Pizzeria,-117.14325,33.4825
2907 182nd St,Redondo Beach,USA,CA,King Harbor Brewing Co,-118.35915,33.86557
2900 Adams St,Riverside,USA,CA,Krash Brewery,-117.41582,33.92083
28960 Lilac Road,Suit,USA,CA,Valley Center Brewery,-117.05292,33.23652
2896 Metropolitan Place,Pomona,USA,CA,Old Stump Brewery,-117.75389,34.09773
289 Washington St,Auburn,USA,CA,Auburn Ale House,-121.07825,38.89556
289 Mare Island Way - Coal Shed #151,Vallejo,USA,CA,Mare Island Brewery Co,-122.26311,38.10047
28822 Old Town Front St,Temecula,USA,CA,Aftershock Brewing,-117.14444,33.48814
2878 Columbia St,Torrence,USA,CA,Absolution Brewing,-118.3379,33.84314
28777 Avenue 15½,Madera,USA,CA,Riley's Brewing,-120.02208,36.97439
280 South Coast Hwy,Laguna Beach,USA,CA,BJ's Restaurant and Brewery,-117.7835,33.54214
2796 South Halcyon Road,Arroyo Grande,USA,CA,Tanner Jacks,-120.58656,35.08061
27941 Diaz Road-Suite A,Temecula,USA,CA,Wiens Brewing,-117.15973,33.50561
2775 Cavedale Road,Glenn El,USA,CA,Humes Brewing,-122.47317,38.35696
27746 North McBean Parkway,Valencia,USA,CA,Wolf Creek Brewing,-118.55313,34.44554
27702 Crown Valley Parkway,Ladera Ranch,USA,CA,Back Street Brewery,-117.64562,33.5643
2745 Lakeshore Dr,Corona,USA,CA,Taps Fish House & Brewery,-117.50789,33.81416
2730 Gateway Road,Carlsbad,USA,CA,Pizza Port Brewing Company,-117.25013,33.12847
27260 Highway 128,Winters,USA,CA,Berryessa Brewing,-122.00325,38.51376
271 North Second Ave,Upland,USA,CA,Old Baldy Brewing,-117.64866,34.09695
2703 41st Ave Suite A,Soquel,USA,CA,Discretion Brewing,-121.96493,36.98631
26741 Portola Parkway,Foothill Ranch,USA,CA,ReaperAle,-117.66439,33.68002
26731-C Aliso Creek Road,Aliso Viejo,USA,CA,Stadium Brewing,-117.7235,33.57469
2640 Union St,Oakland,USA,CA,Ghost Town Brewing,-122.28461,37.81979
2640 Financial Court,San Di,USA,CA,Murphy's Custom Brewing,-117.22955,32.82548
2610 East Katella Ave,Anaheim,USA,CA,JT Schmid's Restaurant & Brewery,-117.87734,33.806
2598 Telegraph Ave,Berkeley,USA,CA,Bison Brewing,-122.25886,37.86346
2575 Pioneer Ave #104,Vista,USA,CA,Barrel Harbor Brew Co,-117.22047,33.14838
2565 North Highway 14,Inyokern,USA,CA,Indian Wells Brewing,-117.87222,35.66746
2550 Via Tejon,Suite,USA,CA,Brouwerij West,-118.38775,33.80057
2545-D Progress St,Vista,USA,CA,Booze Brothers Brewery,-117.21805,33.14817
2544 Lake Tahoe Blvd,South Lake Tahoe,USA,CA,Cold Water Brewery & Grill,-119.98617,38.92532
2536 Freedom Blvd,Watsonville,USA,CA,Corralitos Brewing Co,-121.79215,36.95062
2534 Industrial Blvd #110,West Sacramento,USA,CA,Bike Dog Brewing,-121.54352,38.56626
251 Pacific Ave,Pacifica,USA,CA,Walden Tide Brewing,-122.48861,37.63226
2505 Third St,San Francisco,USA,CA,Magnolia Dogpatch Brewery,-122.38813,37.75772
2501 Monarch St,Alameda,USA,CA,Faction Brewing,-122.30828,37.78723
25 39th Place,Long Beach,USA,CA,Belmont Brewing,-118.14794,33.7596
2491 Alluvial Ave,Clovis,USA,CA,W Brewing,-119.66884,36.84522
249 Dorothy Ave,Ventura,USA,CA,Two Trees Brewing,-119.24411,34.27856
2480 Railroad St,Concord,USA,CA,Evans Premium Lager Co,-117.6158,33.8864
2470-C Bates Ave,Concord,USA,CA,Black Diamond Brewing,-122.03075,38.01431
246 North Avenue 25,Los Angeles,USA,CA,Nakhon Brewing,-118.21853,34.07859
242 O'Farrell St,San Francisco,USA,CA,Bartlett Hall,-122.40875,37.78638
2410 San Ramon Valley Rd,San Ramon,USA,CA,Jack's Brewing,-121.9762,37.77505
241 South Broadway St #101,Orcutt,USA,CA,Shanty Irish Brewing,-120.44832,34.86371
24032 El Toro Rd,Laguna Hills,USA,CA,BJ's Restaurant and Brewery,-117.71037,33.61278
2402 Research Dr,Livermore,USA,CA,Altamont Beer Works,-121.72009,37.67626
240 Vernon St,Roseville,USA,CA,The Monks Cellar Brewery & Public House,-121.28402,38.74944
2380 Larsen Dr,Camino,USA,CA,Jack Russell Brewing,-120.67993,38.7538
2379 La Mirada Dr,Vista,USA,CA,Indian Joe Brewing,-117.22786,33.15231
237 Ocean Ave,Laguna Beach,USA,CA,Ocean Avenue Brewing,-117.78349,33.54326
23641 Via Linda,Mission Viejo,USA,CA,Oggi's Pizza and Brewing,-117.67495,33.61969
23520 Telo Ave - Suite 2,Torrance,USA,CA,Strand Brewing,-118.33736,33.81372
2351 West Lugonia Ave - Suite G,Redlands,USA,CA,Wild Donkey Brewing Co,-117.23581,34.06935
2351 Alpine Boulevard,Alpine,USA,CA,Alpine Beer Company,-116.76319,32.83545
2330 Main St - Suite C,Ramona,USA,CA,ChuckAlek Independent Brewers,-116.88961,33.02795
2330 La Mirada Drive #300,Vista,USA,CA,Aztec Brewing,-117.22969,33.14992
2325 Third St - Suite 222,San Francisco,USA,CA,Almanac Beer Co,-122.38831,37.76006
2320 Central Ave,McKinleyville,USA,CA,Humboldt Regeneration Brewhouse,-124.10097,40.94769
2307 Main St,Julian,USA,CA,Julian Brewing,-116.60366,33.07923
23060 Alessandro Blvd,Moreno Valley,USA,CA,PH Woods Diner and Brewery,-117.25985,33.91726
2301 East 7th St #C100,Los Angeles,USA,CA,Indie Brewing,-118.22261,34.03511
230 Petaluma Ave,Sebastopol,USA,CA,Hopmonk Tavern,-122.82279,38.40117
22985 Burndale Rd,Sonoma,USA,CA,Carneros Brewing,-122.42172,38.24652
2294-C North Batavia St,Orange,USA,CA,Valiant Brewing,-117.86419,33.8256
229 West Montecito St,Santa Barbara,USA,CA,Brewhouse,-119.69566,34.4124
2285 Westwood Boulevard,Los Angeles,USA,CA,Gentleman Scholar Brewing,-118.43066,34.04259
2280 Ivy St,Ch,USA,CA,Eckert Malting & Brewing,-121.83799,39.72828
228 Commercial Street #369,Nevada City,USA,CA,Yuba River Brewing,-121.01754,39.26326
2245 Third St,San Francisco,USA,CA,Triple Voodoo Brewing,-122.38854,37.76119
2245 Fenton Parkway #101,San Diego,USA,CA,Oggi's Pizza and Brewing,-117.12898,32.77952
224 Vintage Way,Novato,USA,CA,Hopmonk Tavern,-122.55345,38.08849
223 Reindollar Ave,Marina,USA,CA,English Ales Brewery,-121.80356,36.68006
2222 Francisco Dr-Suite 519,El Dorado Hills,USA,CA,Mraz Brewing,-121.08648,38.71025
221 Benton Court,Suisun C,USA,CA,Right Eye Brewing,-122.04207,38.24151
221 Behrens St,El Cerrito,USA,CA,BC Brewing,-122.29473,37.90041
2205 Mission St,San Francisco,USA,CA,Citizen Fox,-122.41894,37.76168
2200 El Camino Real,Santa Margarita,USA,CA,Dunbar Brewing,-120.6062,35.39266
2191 High St,Oroville,USA,CA,Western Pacific Brewing & Dining,-121.55181,39.51294
219 East Main St,Visalia,USA,CA,Brewbakers Brewing Co,-119.29102,36.33017
2181 Shattuck Ave,Berkeley,USA,CA,Jupiter Berkeley,-122.26788,37.86978
2170 Mission St,San Francisco,USA,CA,Southpaw BBQ & Southern Cooking,-122.41958,37.76237
217 North Main St #123,Santa Ana,USA,CA,Academy of Fine Beers,-117.86763,33.74642
2168 Sunset Blvd # 104,Rocklin,USA,CA,Boneshaker Brewing,-121.27465,38.80417
216 South Alameda St,Los Angeles,USA,CA,Angel City Brewing,-118.23762,34.04624
215 North Douty St,Hanford,USA,CA,Old Firehouse Brewpub,-119.6457,36.32681
214 State Street,Santa Barbara,USA,CA,Union Ale Brewing & Smoke House,-119.69195,34.41443
214 Clara Street,San Francisco,USA,CA,Pacific Brewing Laboratories,-122.40295,37.77922
2125 Wright Ave,La Verne,USA,CA,La Verne Brewing Co,-117.77181,34.0954
21167 Calistoga Rd,Middletown,USA,CA,Mount St.Helena Brewing,-122.61554,38.75209
21119 Superior St,Chatsworth,USA,CA,Great Beer Company,-118.59329,34.24644
2111 Research Dr #4,Livermore,USA,CA,Uncle Sam's Misguided Brewery,-121.72169,37.67802
211 Commercial St,Nevada City,USA,CA,Three Forks Bakery & Brewing,-121.01796,39.26294
210 East Third St-Suite A,Long Beach,USA,CA,Beachwood BBQ & Brewing,-118.1911,33.77048
210 East Alma Avenue,San Jose,USA,CA,Undertaker Brewing,-121.87111,37.31775
2099 South Tenth St #30,San Jose,USA,CA,Strike Brewing,-121.85776,37.31064
2060 Eloise Ave,South Lake Tahoe,USA,CA,Mount Tallac Brewing,-120.00324,38.91589
2055-H Thibodo Road,Vista,USA,CA,Mother Earth Brewing Co,-117.22026,33.16767
2050 Highway 4,Arnold,USA,CA,Snowshoe Brewing,-120.36195,38.24226
20311 South Western Ave,Torrence,USA,CA,Monkish Brewing,-118.30938,33.84621
2010 Williams St,San Leandro,USA,CA,21st Amendment Brewery,-122.17655,37.71099
201-E Main St,Huntington Beach,USA,CA,Huntington Beach Beer Company,-118.0015,33.67747
2004 East Vista Way,Vista,USA,CA,Prohibition Brewing,-117.22683,33.23045
2004 Capitol Ave,Sacramento,USA,CA,Rubicon Brewing,-121.48125,38.57335
2001 South Santa Fe Ave,Los Angeles,USA,CA,Nibble Bit Tabby Brewery,-118.2302,34.02088
2001 Second St,Davis,USA,CA,Sudwerk Privatbrauerei Hubsch,-121.72408,38.54699
2000-A Main St,Irvine,USA,CA,Bayhawk Ales,-117.85165,33.68473
200 East Campbell Ave,Campbell,USA,CA,Campbell Brewing,-121.94624,37.28689
20 Victor Square,Scotts Valley,USA,CA,Steel Bonnet Brewing,-122.00613,37.06166
20 Paramount St,Escondido,USA,CA,Scooter Brew,-117.05602,33.13378
20 City Boulevard West #R-1,Orange,USA,CA,Alcatraz Brewing,-117.89528,33.78131
2 Portola Plaza,Monterey,USA,CA,Peter B's Brewpub,-121.89463,36.6024
2 Harrison St,San Francisco,USA,CA,Gordon Biersch Brewing,-122.38859,37.78953
1999 South Myrtle Ave,Monrovia,USA,CA,Pacific Plate Brewing,-118.00163,34.12921
1999 Citracado Parkway,Escondido,USA,CA,Stone Brewing,-117.12027,33.11565
197 East 2nd St,Pomona,USA,CA,Metro Brewery,-117.74922,34.05811
1956 Bacon Street,San Diego,USA,CA,Pizza Port Ocean Beach,-117.2503,32.74807
1950 West Fremont,Stockton,USA,CA,Valley Brewing,-121.32234,37.95525
195 Taylor Way,Blue Lake,USA,CA,Mad River Brewing,-123.9942,40.87873
195 Harrison Ave,Auburn,USA,CA,Power Club Brewery,-121.06779,38.90163
1939-A West 11th St,Upland,USA,CA,Rök House Brewing,-117.6884,34.10346
1933 Davis Street #177,San Leandro,USA,CA,Drake's Brewing,-122.18096,37.718
19201-D Bear Valley Road,Apple Valley,USA,CA,Oggi's Pizza & Brewing,-117.24347,34.46904
1920-C Colorado Ave,Santa Monica,USA,CA,Santa Monica Brew Works,-118.47685,34.02523
1920 Shattuck Ave,Berkeley,USA,CA,Triple Rock Brewery,-122.26852,37.87338
191 South Oak Park Blvd- Suite 3,Grover Beach,USA,CA,ManRock Brewing,-120.60892,35.12004
1901 Mendocino Ave,Santa Rosa,USA,CA,Bloodline Brewing at Heritage Public House,-122.71761,38.45914
1901 Del Amo Blvd,Torrence,USA,CA,Smog City Brewing,-118.31355,33.84708
190 Nut Tree Parkway,Vacaville,USA,CA,BJ's Restaurant and Brewery,-121.96513,38.3624
19 Caleta Avenue,San Anselmo,USA,CA,Van Houten Brewing,-122.57479,37.99835
18837 Brookhurst St @201,Fountain Valley,USA,CA,Naked Monkey Brewing,-117.95481,33.6892
18810 Soledad Canyon Rd,Santa Clarita,USA,CA,Oggi's Pizza & Brewing,-118.46467,34.41575
1875 S Bascom Ave #700,San Jose,USA,CA,Rock Bottom Restaurant & Brewery,-121.93177,37.28991
1864 Industrial Way #107,Sanger,USA,CA,House of Pendragon Brewing,-119.54778,36.69107
186 South Main St,Bishop,USA,CA,Mountain Rambler Brewery,-118.39442,37.36064
18525 South Main St,Carson,USA,CA,Phantom Carriage Brewery,-118.27622,33.86185
1848 Commercial St,San Diego,USA,CA,Butcher's Brewing,-117.14697,32.70534
18421 Gothard St #100,Huntington Beach,USA,CA,Four Sons Brewing Co,-118.00027,33.69492
1840 West 208th St,Torrence,USA,CA,Dude's Brewing,-118.31143,33.84179
18226 Ventura Boulevard #208,Tarzana,USA,CA,SoCal Beer Co,-118.53005,34.16594
1822 Chico Ave,South El Monte,USA,CA,Progress Brewing,-118.05966,34.04988
1814 South Catalina Ave,Redondo Beach,USA,CA,Redondo Beach Brewing,-118.3875,33.81699
1809 Larkspur Landing Circle,Larkspur Landing,USA,CA,Marin Brewing,-122.51002,37.94816
1805 Telegraph Ave,Oakland,USA,CA,Rudy's Can't Fail Cafe,-122.27039,37.80798
1802 Telegraph Ave,Oakland,USA,CA,Diving Dog Brewhouse,-122.27007,37.80761
1800 Ord Way,Oceanside,USA,CA,Oceanside Ale Works,-117.27244,33.21394
18 Lake Mary Rd,Mammoth Lakes,USA,CA,Mammoth Brewing Co,-118.9839,37.64858
1795 Hancock St,San Diego,USA,CA,5 Points Brewing,-117.1845,32.74253
1795 Hancock St,San Diego,USA,CA,Acoustic Ales Brewing Experiment,-117.18464,32.74258
1795 Hancock St,San Diego,USA,CA,New English Brewing Co,-117.1845,32.74253
1785 Fulton St,San Francisco,USA,CA,Fulton Street Brewpub,-122.44615,37.77583
1784 La Costa Meadows Drive #103,San Marcos,USA,CA,Stumblefoot Brewing,-117.21942,33.10407
1780 Town and Country Dr,Norco,USA,CA,Sons of Liberty Aleworks,-117.55961,33.92788
1777 Alamar Way,Fortuna,USA,CA,Eel River Brewing,-124.15233,40.57886
17700 Highway 253,Booneville,USA,CA,Anderson Valley Brewing,-123.35685,39.00001
17700 Highway 253,Booneville,USA,CA,Chau Tien USA,-123.35685,39.00001
1765 East Bayshore Rd Unit A,East Palo Alto,USA,CA,Firehouse Grill & Brewery,-122.13667,37.45845
1763 Alcatratz Ave,Berkeley,USA,CA,Hoi Polloi Brewpub & Beat Lounge,-122.27219,37.84892
17605 Monterey Rd,Morgan Hill,USA,CA,El Toro Brewpub,-121.6546,37.13033
1756 East 23rd Street,Los Angeles,USA,CA,Ohana Brewing,-118.24106,34.01555
1755 East Daily Dr,Camarillo,USA,CA,Brendan's Irish Pub & Rest.,-119.04664,34.21796
175-B West Main St,Woodland,USA,CA,Black Dragon Brewery,-121.79238,38.67759
175 Mackinaw,Tahoe City,USA,CA,Heckler Brewing,-120.1443,39.16765
1740 Travis Blvd,Fairfield,USA,CA,Blue Frog Grog & Grill,-122.05934,38.25813
1735 Noriega St,San Francisco,USA,CA,Sunset Reservoir Brewing Co,-122.48244,37.75396
1730 Broadway,Sacramento,USA,CA,New Helvetia Brewing,-121.48987,38.56075
173 Throckmorton Ave,Mill Valley,USA,CA,Mill Valley Beer Works,-122.54954,37.90537
1716 Park St,Alameda,USA,CA,Alameda Island Brewing,-122.23886,37.76844
1714 Standard Ave,Glendale,USA,CA,Henson Brewing,-118.29367,34.16859
17101 Valley View Ave,Cerritos,USA,CA,Humpback Brewing,-118.02906,33.87667
1710 Sessums Dr,Redlands,USA,CA,Hangar 24 Brewery,-117.14818,34.08343
1710 Palmyrita Avenue #11,Riverside,USA,CA,Inland Empire Brewing,-117.34864,34.00375
1705 Mariposa St,San Francisco,USA,CA,Anchor Brewing,-122.40054,37.7636
1701 Telegraph Ave,Oakland,USA,CA,Cervecería de MateVeza,-122.27054,37.80704
1701 Telegraph Ave,Oakland,USA,CA,Woods Bar & Brewery,-122.27054,37.80704
170 Orange Ave,Coron,USA,CA,Coronado Brewing,-117.17299,32.69778
1670 Stirrup Loop,Healdsb,USA,CA,Healdsburg Beer Co,-122.86325,38.63915
165 Main St,Salinas,USA,CA,Monterey Coast Brewing,-121.65527,36.67627
164 East Highway 4,Murphys,USA,CA,Growler Craft Brewery,-120.45408,38.13581
1630-J East Francis St,Ontario,USA,CA,Chino Valley Brewery,-117.61655,34.04031
1627 South Seventh St,San Jose,USA,CA,Ass Kisser Ales,-121.86608,37.31489
1627 South Seventh St,San Jose,USA,CA,Hermitage Brewing Co,-121.8661,37.31489
1621-B South Sinclair St,Anaheim,USA,CA,Noble Ale Works,-117.88298,33.80839
16060 Beach Blvd,Huntington Beach,USA,CA,BJ's Restaurant & Brewhouse,-117.98864,33.72977
1601 Lincoln Court,San Jose,USA,CA,Lincoln Court Brewery,-121.89072,37.29105
1601 Airport Road,Ukiah,USA,CA,Mendocino Brewing,-123.19999,39.12934
1581 Industrial St,Los Angeles,USA,CA,Iron Triangle Brewing,-118.2358,34.03619
15801 East First St,Irwindale,USA,CA,Miller Brewing,-117.93473,34.12174
15800 Roscoe Boulevard,Van Nuys,USA,CA,Anheuser-Busch,-118.47666,34.22126
157 West Adams,Stockton,USA,CA,Valley Brewing,-121.2958,37.97397
157 Hilltop Crescent,Walnut Creek,USA,CA,Calicraft Brewing Co,-122.0786,37.90897
1550 West Rincon St,Corona,USA,CA,Cosmic Brewery,-117.59541,33.90077
155 Placerville Dr,Placerville,USA,CA,Placerville Brewery,-120.83605,38.7259
155 Mata Way #104,San Marcos,USA,CA,Port Brewing,-117.14965,33.14012
155 East Grand Ave,Escondido,USA,CA,Plan 9 Alehouse,-117.08018,33.12193
155 East Grand Ave,Escondido,USA,CA,Reformation Ale Works,-117.08031,33.12223
155 Columbus Ave,San Francisco,USA,CA,San Francisco Brewing,-122.40531,37.79698
1547 Mission Dr,Solvang,USA,CA,Solvang Brewing Co,-120.14357,34.5963
1520 Terminal St,Sacramento,USA,CA,Yolo Brewing Co,-121.54177,38.56935
1520 Terminal St,West Sacramento,USA,CA,Yolo Brewing Co,-121.54177,38.56935
15045 River Road,Guerneyvi,USA,CA,Stumptown Brewery,-122.98762,38.50864
1500 East Village Way #2295,Orange,USA,CA,Oggi's Pizza and Brewing,-117.83719,33.82605
150-E Dubois St,Santa Cruz,USA,CA,Santa Cruz Ale Works,-122.0386,36.98665
15 Rowland Way,Novato,USA,CA,Moylan's Brewery & Restaurant,-122.55659,38.09434
15 Main Street #B100,Vista,USA,CA,Back Street Brewery,-117.24518,33.20002
1495 West Ninth St #603,Upland,USA,CA,Dale Bros. Brewery,-117.6779,34.09602
1495 Poinsetta Ave,Vista,USA,CA,Toolbox Brewing,-117.22393,33.13596
1485 Hollow Glen Road,Julian,USA,CA,Nickel Beer Co,-116.59121,33.07633
14741 Calvert St,Van Nuys,USA,CA,MacLeod Ale Brewing,-118.45453,34.18167
1467 Green Oak Road,Vista,USA,CA,Middleton Brewing,-117.23705,33.15551
14665 Forest Ridge Rd,Magalia,USA,CA,Feather River Brewing,-121.57765,39.84084
1462 East Grand Ave,Arroyo Grande,USA,CA,Figueroa Mountain Brewing Co,-120.60598,35.12103
1458 University Ave,San Diego,USA,CA,Hillcrest Brewing,-117.14997,32.74853
145 S San Fernando Blvd,Burbank,USA,CA,Gordon Biersch Brewing,-118.30824,34.18055
14450 Culver Dr,Irvine,USA,CA,Back Street Brewery,-117.78726,33.70503
1444 North Batavia St,Orange,USA,CA,Old Orange Brewing,-117.86251,33.81154
1441 L Street,San Diego,USA,CA,Mission Brewing,-117.14871,32.70734
14350 Longridge Road,Los Gatos,USA,CA,Altered States Brewing Co,-121.92133,37.10075
14300 Elsworth St - Suite 106,Moreno Valley,USA,CA,Kat Daddy Brewery,-117.27037,33.91306
1430 Vantage Court #104,Vista,USA,CA,Latitude 33 Brewing Co,-117.22534,33.13576
1422 Monterey St,San Luis Obispo,USA,CA,Central Coast Brewing,-120.65548,35.28571
1420 North Claremont Blvd - Suite 204C,Claremont,USA,CA,Claremont Brewing,-117.70185,34.10897
14175 Telephone Ave - Unit J,Chino,USA,CA,I and I Brewing,-117.69342,33.99586
1415 Pine St,Walnut Creek,USA,CA,Farm Creek Brewing,-122.0636,37.90971
1414 Harbour Way South,Richmond,USA,CA,BoilerHouse Restaurant,-122.3582,37.91155
1410 Locust St,Walnut Creek,USA,CA,Pyramid Alehouse,-122.06207,37.89902
1409 R St,Sacramento,USA,CA,Olde Ritual Brewing Co,-121.49127,38.57008
1404 Fourth St,Berkeley,USA,CA,Trumer Brauerei Berkeley,-122.30294,37.87697
1401 Freitas Park,Turlock,USA,CA,Sandude Brewing,-120.86012,37.47975
1400 Ramada Dr,Paso Robles,USA,CA,Firestone Walker Fine Ales,-120.69468,35.59591
140 Main St,El Segundo,USA,CA,El Segundo Brewing,-118.41557,33.91769
1398 Haight St,San Francisco,USA,CA,Magnolia Pub and Brewery,-122.44534,37.77023
137 South Linden Ave,South San Francisco,USA,CA,47 Hills Brewing Co,-122.41353,37.64422
137 Anacapa St,Santa Barbara,USA,CA,Figueroa Mountain Brewing Co,-119.69046,34.41489
136 North Main Ave,Falbrook,USA,CA,Fallbrook Brewing,-117.25151,33.38273
1350 Mill St,San Luis Obispo,USA,CA,HOPCA Brewing,-120.65783,35.28665
135 North Highway 101,Solana Beach,USA,CA,Pizza Port Brewing,-117.27186,32.99235
1345 North Willow,Clovis,USA,CA,House of Pendragon Brewing-Tasting Room,-119.72799,36.85364
13444 California St,Yucaipa,USA,CA,Brew Rebellion,-117.03911,34.00952
1344 Market St,Redding,USA,CA,North Star Craft Brewery #2,-122.39168,40.5862
13415 Sierra Way,Kernville,USA,CA,Kern River Brewing,-118.41853,35.75693
13381 Campo Road,Jamul,USA,CA,Cold Bore Brewing,-116.89396,32.727
1336 Moorpark Road #191,Thousand Oaks,USA,CA,American Dream Brewing,-118.87102,34.19639
13351 Highway 101,Hopland,USA,CA,Mendocino Brewing,-123.11578,38.96866
1333 North McDowell Blvd,Petaluma,USA,CA,Petaluma Hills Brewing,-122.66392,38.27213
133-D Copeland St,Petaluma,USA,CA,HenHouse Brewing,-122.63839,38.23821
1326 Ninth Ave,San Francisco,USA,CA,Eldos Grill and Microbrewery,-122.46609,37.76347
1326 Ninth Ave,San Francisco,USA,CA,Social Kitchen & Brewery,-122.4662,37.76351
1326 Ninth Ave,San Francisco,USA,CA,Wunder Brewing,-122.46629,37.76356
1325 Grand Ave - Suite 100,San Marcos,USA,CA,Rip Current Brewing,-117.19226,33.14316
1323 Terminal St,West Sacramento,USA,CA,Jackrabbit Brewing,-121.54135,38.572185
