address,city,country,state,name,lon,lat
3215 Eastgate Dr,Regina,CAN,SK,Creekside Pub & Brewery,-104.537766,50.448158
3030 Diefenbaker Dr,Saskatoon,CAN,SK,Clark's Crossing Brewpub,-106.728134,52.130194
301 1st Avenue East,Nakomis,CAN,SK,Nokomis Craft Ales,-105.005923,51.505357
300 McDonald Street North,Regina,CAN,SK,Gaebel's Brew House & Offsale,-104.59518,50.44801
295 Alexander Dr,Swift Current,CAN,SK,Black Bridge Brewery,-107.764707,50.274836
2415 22nd Street West,Saskatoon,CAN,SK,Bridge's Ale House & Eatery,-106.708444,52.129164
240 Central Avenue North #2,Swift Current,CAN,SK,Buffalo Brewpub & Billiards,-107.799496,50.280365
2206 Dewdney Ave,Regina,CAN,SK,Bushwakker Brewing,-104.612376,50.455121
2202 22nd Street West,Saskatoon,CAN,SK,Mano's Grill & Brewhouse,-106.704221,52.129286
2105 Eighth Street East,Saskatoon,CAN,SK,Maguires Irish Pub and Brewery,-106.627097,52.11554
2020 Quebec Ave,Saskatoon,CAN,SK,Prairie Sun Brewery,-106.663131,52.157235
200 - 3929 Eighth Street East,Saskatoon,CAN,SK,Whiskey Jack's Brew Pub,-106.587129,52.114712
1901 Dewdney Ave,Regina,CAN,SK,Rebellion Brewing Co,-104.609464,50.455093
1832 Victoria Avenue East,Regina,CAN,SK,Brewsters Brewing - Victoria East,-104.557016,50.447193
1555 Eighth Ave,Regina,CAN,SK,District Brewing Co,-104.537766,50.448158
127 Albert Street North,Regina,CAN,SK,Last Straw Brewpub,-104.618009,50.477255
112-120 Sonnenshein Way,Saskatoon,CAN,SK,9 Mile Legacy Brewing Co,-106.671519,52.123808
110 33rd Street West,Saskatoon,CAN,SK,Manchester Bar & Grill,-106.671751,52.14386
11 - 7 Assiniboine Dr,Saskatoon,CAN,SK,Fox & Hounds Brewpub,-106.644979,52.161094
103rd Street East,Saskatoon,CAN,SK,Paddock Wood Brewing,-106.597502,52.13005
State Route 25,Cottontown,USA,TN,BriarScratch Brewing,-86.58624,36.4899
935 Wilcox Ct #105,Kingsport,USA,TN,Triple B Brewery,-82.5598,36.52485
910 Division Street,Nashville,USA,TN,Yazoo Brewing,-86.78213,36.15098
904 Depot St,Jonesborough,USA,TN,Depot Street Brewing,-82.48099,36.28694
900 Main St,Nashville,USA,TN,Broadcast Brewing,-86.75648,36.17588
900 Main St,Nashville,USA,TN,Fat Bottom Brewing,-86.75706,36.17591
827 South Main St,Memphis,USA,TN,Ghost River Brewing,-90.05949,35.12498
809 Ewing Ave,Nashville,USA,TN,Tennessee Brew Works,-86.77633,36.15034
7899 Bentwood Circle,Cordova,USA,TN,Southern Brewing,-89.79935,35.15476
7881 Elm Leaf Dr,Germantown,USA,TN,Naked Lion Brewing,-89.80071,35.07174
768 South Cooper St,Memphis,USA,TN,Memphis Made Brewing Co,-89.99077,35.12483
743 Watkins Road,Maryville,USA,TN,Smoky Mountain Brewery,-83.99365,35.75069
7300 Charlotte Pike,Nashville,USA,TN,Tailgate Beer Brewery & Event Center,-86.91982,36.11999
724 Ashland Terrace,Chattanooga,USA,TN,McHale's Brewhouse,-85.27633,35.11627
721 Old Salem Highway,Murfreesboro,USA,TN,Mayday Brewery,-86.39535,35.84181
709 East Oldham Ave,Knoxville,USA,TN,Last Days of Autumn Brewing,-83.928,35.98984
708 East Depot Ave,Knoxville,USA,TN,Marble City Brewing,-83.91459,35.97481
701 Eighth Ave South,Nashville,USA,TN,Jackalope Brewing,-86.77949,36.15038
6515 Kingston Pike,Knoxville,USA,TN,Calhoun's Microbrewery,-84.00972,35.93175
600-A Frazier Dr,Franklin,USA,TN,Cool Springs Brewing,-86.82128,35.94551
6 Emory Place,Knoxville,USA,TN,Crafty Bastard Brewery,-83.92231,35.97435
6 East 14th St,Chattanooga,USA,TN,Terminal Brewhouse,-85.30707,35.03662
598 Monroe Ave,Memphis,USA,TN,High Cotton Brewing,-90.04074,35.14087
544 Bursby Branch Rd,Gallatin,USA,TN,BriarScratch Brewing,-86.52158,36.47257
516 East Carroll St,Tullahoma,USA,TN,Ole Shed Brewing Co,-86.19703,35.36111
5151 East Raines Road,Memphis,USA,TN,City Brewing,-89.89427,35.03355
5074 Lake Forest Dr,Kingsport,USA,TN,Studio Brew,-82.46426,36.47275
505 Lea Ave,Nashville,USA,TN,Czann's Brewing,-86.77402,36.15345
4710-A Nebraska Ave,Nashville,USA,TN,Best Brew,-86.84407,36.14357
458 West Walnut St,Johnson City,USA,TN,JRH Brewery,-82.35541,36.3116
4429 Kingston Pike,Knoxville,USA,TN,Blackhorse Pub and Brewery,-83.9775,35.94135
431 East Martin Luther King Blvd #120,Chattanooga,USA,TN,Hutton & Smith Brewing,-85.30304,35.04411
424 South Gay St,Knoxville,USA,TN,Downtown Grill & Brewery,-83.91877,35.96606
424 South Gay St,Knoxville,USA,TN,Woodruff Brewing,-83.91877,35.96606
4015 Tennessee Ave,Chattanooga,USA,TN,Moccasin Bend Brewing,-85.32788,35.00892
3465 Highway 79 North,Paris,USA,TN,PerryLodgic Brewing,-88.25953,36.33161
3423 Melrose Dr,Nashville,USA,TN,Black Spade Brewing,-86.75833,36.1192
32 Market Square,Knoxville,USA,TN,Scruffy City Brewery,-83.91948,35.96584
300 East Main St #104,Johnson City,USA,TN,Johnson City Brewing Co,-82.35028,36.3171
30 Oldham St,Nashville,USA,TN,Little Harpeth Brewing,-86.77619,36.174
2952 Sidco Dr,Nashville,USA,TN,Black Abbey Brewing Co,-86.7553,36.10591
2783 Broad Ave,Memphis,USA,TN,Wiseacre Brewing Co,-89.96884,35.1468
2727 North Central St,Knoxville,USA,TN,Fanatic Brewing,-83.94273,35.99189
271 Gleaves Street,Madison,USA,TN,Brewsters Brewery,-86.70513,36.29493
2706 East Magnolia Ave,Knoxville,USA,TN,Volunteer Beer,-83.89213,35.98845
2530 Parkway,Pigeon Forge,USA,TN,Smoky Mountain Brewery,-83.57838,35.8061
250 North Raceway Villa Rd,Bristol,USA,TN,Holston River Brewing,-82.24486,36.52828
240 Cumberland Bend,Nashville,USA,TN,Honky Tonk Brewing,-86.78843,36.19487
2341 Memorial Blvd,Murfreesboro,USA,TN,O'Possum's Pub,-86.38252,35.88633
2312 Clifton Ave,Nashville,USA,TN,Blackstone Brewing Co,-86.80999,36.15861
222 Broad St,Chattanooga,USA,TN,Big River Grille & Brewing Works,-85.31064,35.05382
216 Noah Dr #140,Franklin,USA,TN,Turtle Anarchy Brewing,-86.8664,35.89466
2122 Dayton Blvd,Chattanooga,USA,TN,Big Frog Brewery,-85.30893,35.09265
2120 Madison Ave,Memphis,USA,TN,Boscos Squared,-89.99049,35.13665
2008-B Johnson Industrial Blvd,Nolensville,USA,TN,Mill Creek Brewing,-86.66694,35.95572
1918 West End Ave,Nashville,USA,TN,Blackstone Restaurant & Brewery,-86.79842,36.15181
1864 West McEwen Dr,Franklin,USA,TN,Granite City Food & Brewery,-86.82572,35.93587
1839 Blue Springs Road,Sparta,USA,TN,Calfkiller Brewing,-85.42112,35.94484
1805 21st Avenue South,Nashville,USA,TN,Boscos Nashville Brewing,-86.8009,36.13652
1804 Chestnut St,Chattanooga,USA,TN,Chattanooga Brewing,-85.3147,35.03602
1612 Church St,Nashville,USA,TN,French Landing Brewing Co,-86.79466,36.15679
16 Jackson Walk Plaza,Jackson,USA,TN,Rock'n Dough Pizza & Brew Co,-88.82025,35.6169
151 East Main St,Kingsport,USA,TN,Sleepy Owl Brewery,-82.56112,36.54415
1509 East Broadway Ave,Maryville,USA,TN,Bluetick Brewery,-83.95871,35.77018
1471 West Millers Cove Rd,Walland,USA,TN,Blackberry Farm Brewery,-83.86247,35.68781
134 Franklin St,Clarksville,USA,TN,Black Horse Pub and Brewery #1,-87.35977,36.5274
126 Buffalo St,Johnson City,USA,TN,Yee-Haw Brewing,-82.35286,36.31523
126 Bernard Ave,Knoxville,USA,TN,Schulz Bräu Brewing,-83.92614,35.97714
11308 Parkside Dr,Knoxville,USA,TN,Smoky Mountain Brewery,-84.15934,35.89879
111 Broadway,Nashville,USA,TN,Big River Grille & Brewing Works,-86.77445,36.16222
108 Bridge St,Franklin,USA,TN,Battle Ground Brewery,-86.86723,35.92779
101 Van Buren St,Nashville,USA,TN,Bearded Iris Brewing,-86.78628,36.1813
101 Tateho Road,Greenvi,USA,TN,Common Ground Brewing,-82.79788,36.18283
1004 Parkway #501,Gatlinburg,USA,TN,Smoky Mountain Brewing,-83.52108,35.7084
100 East Tenth St,Chattanooga,USA,TN,Gordon Biersch Brewery Restaurant Group,-85.30884,35.04471
3400 Padre Blvd,South Padre Island,USA,TX,Padre Island Brewing,-97.16822,26.10515
2816 Avenue R 1/2,Galveston,USA,TX,Beerfoot Beach Bar,-94.79426,29.28638
Spicewood TX,www.pedernalesbrewingcompany.c,USA,TX,Pedernales Brewing,-98.15641,30.47547
South Old Stage Coach Rd,Kyle,USA,TX,Bomber Brewery,-97.898533,29.96434
Austin TX,moonlighttowerbrewing.c,USA,TX,Moonlight Tower Brewing Co,-97.74306,30.26715
9805 Koehn Rd,Bellville,USA,TX,Huff Brewing,-96.18978,29.94091
9790 Green Road,Converse,USA,TX,Three Hares Brewing,-98.27482,29.45493
97 Hitchin' Post Trail,Fredericksburg,USA,TX,Pedernales Brewing,-98.86624,30.24016
9595 Ranch Road 12 - Suite 4,Wimberley,USA,TX,Middleton Brewing,-98.093036,29.94024
9595 Ranch Road 12,Wimberley,USA,TX,Wimberley Brewing Co,-98.091789,29.94134
9247 Canter Dr,Dallas,USA,TX,Oak Highlands Brewery LLC,-96.74392,32.8935
917 West Gardner St,Houston,USA,TX,Yard Sale Brewing,-95.38338,29.79592
907 Franklin St #150,Houston,USA,TX,League of Extraordinary Brewers,-95.36078,29.7636
906 Jean St,Grapevine,USA,TX,Grapevine Craft Brewery,-97.07471,32.93252
9 Prestige Circle,Allen,USA,TX,Nine Band Brewing,-96.672593,33.092345
9 Prestige Circle,Allen,USA,TX,Nine Band Brewing,-96.67259,33.09234
9 Hill View Lane,Boerne,USA,TX,Boerne Brewery,-98.734,29.80683
851 South Reynolds St,La Grange,USA,TX,La Grange Brewing,-96.858458,29.90743
850 Schneider Dr,Cibolo,USA,TX,5 Stones Craft Brewing,-98.24006,29.5621
818 North Main St,Keller,USA,TX,Shannon Brewing,-97.253727,32.946957
8115 Campeche Bay Pl,Round Rock,USA,TX,Seventh Sentinel  LLC,-97.72487,30.50746
8060 Park Lane #125,Dallas,USA,TX,Gordon Biersch Brewery,-96.76984,32.8718
800 Teetshorn Street,Houston,USA,TX,Down Easy Brewing,-95.38089,29.78341
775 Gellhorn Dr,Houston,USA,TX,Anheuser-Busch,-95.27286,29.77374
775 Gellhorn Dr,Houston,USA,TX,Broken Barrel Brewing,-95.26925,29.77309
7701 I-40 East,Amarillo,USA,TX,Big Texan Brewery,-101.75507,35.19354
7648 Canal St,Houston,USA,TX,Gulf Coast Brewing,-95.28682,29.73501
7517 Saint Phillip St,Austin,USA,TX,Good Libations Brewing Co,-97.73027,30.35046
7410 Remcon Circle,El Paso,USA,TX,Jaxon's Restaurants & Brewing Co,-106.56208,31.83679
7370 Hawk Rd,Flower Mound,USA,TX,Knowles Brothers Craft Brewing,-97.144892,33.05561
7328 Gaston Rd #110,Dallas,USA,TX,On Rotation Brewery,-96.73092,32.81155
721 Anderson St,McKinney,USA,TX,Tupps Brewing,-96.61155,33.18363
7114 Oaklawn Drive,San Antonio,USA,TX,Busted Sandal Brewing Co,-98.55584,29.4997
711 Central Expressay,Allen,USA,TX,TwoRows Restaurant & Brewery,-96.68166,33.09235
7020 Easy Wind Dr- Suite 100,Austin,USA,TX,Black Star Co-op Pub + Brewery,-97.71869,30.3386
701 University Drive East - Suite 406,College Station,USA,TX,The Republic 1836,-96.3287,30.6345
701 Galveston Ave,Fort Worth,USA,TX,Rahr & Sons Brewing Company,-97.32739,32.73722
7001 South Freeway,Fort Worth,USA,TX,Miller Brewing,-97.32101,32.64407
700 Six Flags Dr,Arlington,USA,TX,Humperdinks of Arlington,-97.06774,32.75282
6820 Bourgeois Rd,Houston,USA,TX,11 Below Brewing,-95.51893,29.95262
6550 Comanche Trail,Austin,USA,TX,Oasis - Texas Brewing,-97.87395,30.4059
6550 Comanche Trail,Austin,USA,TX,Uncle Billy's Brew & Que,-97.87454,30.40549
6506 Delmonico Dr,Austin,USA,TX,Bull Creek Brewing,-97.771046,30.40726
640 North Interurban St,Richardson,USA,TX,Four Bullets Brewery,-96.72606,32.95922
608 Topeka Ave,Justin,USA,TX,Rabbit Hole Brewing,-97.29235,33.08974
6050 Greenville Ave,Dallas,USA,TX,Humperdinks of Dallas,-96.76816,32.8587
6040 Camp Bowie Boulevard,Fort Worth,USA,TX,Ass Kisser Ales,-97.415,32.72922
604 Neches St,Austin,USA,TX,Lovejoy's Brewpub,-97.73828,30.26686
603 East Brewery St,Shiner,USA,TX,Spoetzl Brewery,-97.16734,29.43309
602 Avenue A,San Antonio,USA,TX,Granary 'Cue & Brew,-98.47941,29.44149
6016 Ashley Road,Kemp,USA,TX,Cedar Creek Brewery,-96.24382,32.47421
601 N University Ave,Lubbock,USA,TX,Yellow House Canyon Brew Works,-101.8705,33.60525
601 Chestnut St,Bastrop,USA,TX,Bastrop Brewhouse,-97.32054,30.11052
5904 Bee Caves Rd,West Lake Hills,USA,TX,Strange Land Brewery,-97.82682,30.29625
5801 La Vista Court,Dallas,USA,TX,Seven Summits Brewing,-96.7679,32.81316
5600 Matlock Road,Granbury,USA,TX,Revolver Brewing,-97.66994,32.41892
5500 Greenville Avenue #1300,Dallas,USA,TX,TwoRows Restaurant & Brewery,-96.76938,32.8531
5351-A First St,Katy,USA,TX,No Label Brewing,-95.81482,29.78639
5301 Nolda St,Houston,USA,TX,Buffalo Bayou Brewing,-95.41588,29.77622
507 West State St,Garland,USA,TX,Intrinsic Brewing,-96.67985,32.9175
507 Commerce St,Magnolia,USA,TX,Lone Pint Brewery,-95.75141,30.20892
503 Neches St,Austin,USA,TX,Resignation Brewery,-97.73846,30.26609
503 Mc Keever Rd Hangar 5A,Arcola,USA,TX,Flight School Brewing,-95.468826,29.50665
501 North Main St,Fort Worth,USA,TX,Panther Island Brewing,-97.337756,32.76387
5000 El Dorado Parkway # 150,Frisco,USA,TX,Hallertau Brewing,-96.843089,33.176303
499 Castell Ave,New Braunfels,USA,TX,Faust Brewing Co — Production Facility,-98.12033,29.69869
495 McKinney Parkway,McKinney,USA,TX,Franconia Brewing,-96.60907,33.21342
4834 Whirlwind Dr - Suite 102,San Antonio,USA,TX,Ranger Creek Brewery & Distillery,-98.39695,29.52955
4808 Fairmont Parkway - Suite 112,Pasadena,USA,TX,Brigadoon Brewery & Brew School,-95.17118,29.6495
4729 Burnet Road,Austin,USA,TX,Pinthouse Pizza Brewpub,-97.73892,30.31869
4602 Weletka Dr-Suite 300,Austin,USA,TX,Infamous Brewing Co,-97.92585,30.40692
4404 North Cook Circle,League City,USA,TX,Apogee Brewing,-95.137355,29.49514
429 North Alister St,Port Aransas,USA,TX,Port Aransas Brewing,-97.06118,27.83621
423 Singleton Ave,Dallas,USA,TX,Four Corners Brewing,-96.83022,32.77863
415 East St Elmo Road,Austin,USA,TX,South Austin Brewing,-97.76238,30.21511
415 Burnet St,San Antonio,USA,TX,Alamo Beer Company,-98.477226,29.429562
4112 Medical Parkway,Austin,USA,TX,Draught House Pub and Brewery,-97.74262,30.31006
407 Radam Lane,F,USA,TX,(512) Brewing Company,-97.76982,30.223
4035 North Loop 1604 West #105,San Antonio,USA,TX,Freetail Brewing,-98.48651,29.55483
402 River Road,Boerne,USA,TX,Dodging Duck Brewhaus,-98.72792,29.78955
400 County Road 3136,Buna,USA,TX,Texas Big Beer Brewery,-93.89049,30.28522
3913 Todd Lane #607,Austin,USA,TX,Independence Brewing,-97.73684,30.21247
3820 Belt Line Road,Addison,USA,TX,Humperdinks Restaurant & Brewery,-96.85112,32.95308
3801 North Capital of Texas Hwy,Austin,USA,TX,Horizon Brewing,-97.80459,30.33569
3699 McKinney Ave - Suite C-306,Dallas,USA,TX,Union Bear,-96.79691,32.80896
3633 Metro Parkway,San Antonio,USA,TX,Branchline Brewing,-98.42845,29.56026
3633 Metro Parkway,San Antonio,USA,TX,Old Boxcar Brewing,-98.42845,29.56026
3626 North Hall Street #916,Dallas,USA,TX,Tye Dye Brewing,-96.80578,32.80872
3540 Oak Forest Dr,Houston,USA,TX,Allen's Landing Brewing,-95.43607,29.82015
351 West Jefferson Blvd,Dallas,USA,TX,Small Brewpub,-96.827358,32.743325
350 Deacon Drive West,Allen,USA,TX,Tree Farm Brewing,-96.315291,30.57725
3421 Folger Street,Houston,USA,TX,City Acre Brewing,-95.33469,29.85647
3401 West Highway 90,Alpine,USA,TX,Big Bend Brewing,-103.64051,30.36445
3333 FM 359,Richmond,USA,TX,Braman Brewing,-95.76116,29.62681
3301-B East Fifth St,Austin,USA,TX,Live Oak Brewing,-97.7057,30.25474
330 Beicker Road,Seguin,USA,TX,Seguin Brewing,-97.89284,29.56636
323 North Industrial Dr,Waco,USA,TX,Scars & Stripes Brewing,-97.180459,31.52435
3200 Woodall Dr # C-1,Cedar Park,USA,TX,Ironsight Brewers,-97.877034,30.514859
3200 West Whitestone Blvd - Suite C1,Cedar Park,USA,TX,Twisted X Brewing Co,-97.7803,30.53474
313 Edward St,Rowena,USA,TX,Horny Toad Brewing,-100.041853,31.647382
305 West Sixth St,Austin,USA,TX,Brewery DADA,-97.74568,30.26857
303 Boyett St,College Station,USA,TX,Blackwater Draw Brewing,-96.34814,30.618
3014 West William Cannon Dr,Austin,USA,TX,Greendog Brewery,-97.82103,30.21056
3009 Industrial Terrace - Suite 150,Austin,USA,TX,Austin Beer Works,-97.72986,30.38004
3004 Canal St,Houston,USA,TX,Moon Tower Inn,-95.34107,29.75428
3001 Murworth Drive,Houston,USA,TX,Strike Brewing,-95.42423,29.68475
300 East Amarillo Blvd,Amarillo,USA,TX,Long Wooden Spoon Brewing,-101.83123,35.22154
2823 Saint Louis St,Dallas,USA,TX,Deep Ellum Brewing Co,-96.78138,32.78084
2806 Lawing Lane,Rowlett,USA,TX,FireWheel Brewing,-96.576013,32.899528
2727 Kirby Dr - Apt 20F,Houston,USA,TX,Heady Brewing,-95.41812,29.74107
2625 Main St,Dallas,USA,TX,Braindead Brewing,-96.785386,32.783817
252 Metting Road,Goliad,USA,TX,Goliad Brewing,-97.398,28.69336
2515 LaSalle Ave,Waco,USA,TX,Bare Arms Brewing,-97.14667,31.54933
2509 Weaver St,Fort Worth,USA,TX,Wahoo Brewing,-97.24762,32.79725
2505 Mason St,Houston,USA,TX,Brewheme Brewery,-95.38483,29.74752
2501-1 Bass Pro Dr,Grapevine,USA,TX,Uncle Buck's Brewery & Steakhouse,-97.04311,32.95712
2500 NE Inner Loop #3105,Georgetown,USA,TX,Rentsch Brewing,-97.67798,30.63326
245 East Main St,Fredericksburg,USA,TX,Fredericksburg Brewing,-98.8699,30.27331
244 East Cedar Creek Parkway,Seven Points,USA,TX,Cedar Creek Brewery,-96.21049,32.3216
2405 Squire Place #200,Farmers Branch,USA,TX,3Nations Brewing,-96.898327,32.93104
2404 Strand St,Galveston,USA,TX,Brews Brothers,-94.79581,29.30679
2400 University Street #200,Houston,USA,TX,TwoRows Restaurant & Brewery,-95.41492,29.71507
2400 Patterson Industrial Dr,Pflugerville,USA,TX,Rogness Brewing,-97.62839,30.40213
2400 East Cesar Chavez St #300,Austin,USA,TX,Blue Owl Brewing,-97.71772,30.25488
240 South Seguin Ave,New Braunfels,USA,TX,Faust Brewing,-98.12271,29.70169
23455 W. RR 150,Dripping Springs,USA,TX,Twisted X Brewing Co,-98.084579,30.164932
2340-B West Braker Lane,Austin,USA,TX,Circle Brewing,-97.7159,30.39117
2314 Rutland Dr - Suite 100,Austin,USA,TX,Adelbert's Brewery,-97.72016,30.38267
231 San Saba Court,Blanco,USA,TX,Real Ale Brewing,-98.41556,30.11297
2302 Executive Dr,Garland,USA,TX,Lakewood Brewing,-96.68135,32.89005
2214 Bee Creek Road,Spicewood,USA,TX,Solid Rock Brewing,-98.04334,30.379218
2210 Neches Dr,Deer Park,USA,TX,Hey Babe Brewery,-95.09919,29.69149
2208 West Northwest Highway,Dallas,USA,TX,Humperdinks of Dallas,-96.89886,32.86409
2202 Dallas St,Dallas,USA,TX,8th Wonder Brewery,-95.35578,29.74922
2202 Dallas St,Houston,USA,TX,8th Wonder Brewery,-95.35578,29.74922
220 South Sylvania Ave,Fort Worth,USA,TX,Martin House Brewing Co,-97.30983,32.76366
21778 FM 1774,Plantersville,USA,TX,Brigadoon Brewery & Brew School,-95.83905,30.25622
215 North LBJ,San Marcos,USA,TX,Darkside Fermentation,-97.93958,29.87983
209 West Holland Ave,Alpine,USA,TX,Edelweiss Brewery & Restaurant,-103.66243,30.35732
208 Avenue H,Marble Falls,USA,TX,Double Horn Brewing,-98.27677,30.5711
207 West Mercer St,Dripping Springs,USA,TX,The Barber Shop,-98.088778,30.19263
2041 Highway 287 North #819,Mansfield,USA,TX,Firehouse Grill & Brewery,-97.15039,32.59688
2032 Karbach St,Houston,USA,TX,Karbach Brewing,-95.4606,29.80585
2026 Farrington St,Dallas,USA,TX,Peticolas Brewing,-96.82851,32.7964
201 West First St,Brenham,USA,TX,Brazos Valley Brewing Co,-96.39869,30.16465
201 North Weston Lane,Austin,USA,TX,Karst Canyon Brewing,-97.84183,30.3138
2005 Post Office St,Galveston,USA,TX,Cigar Band Brewing,-94.79028,29.30513
2000 South Interstate 35 - Suite B1,Round Rock,USA,TX,Flix Brewhouse,-97.67979,30.49011
2000 Lyons Ave,Houston,USA,TX,Saint Arnold Brewing,-95.34841,29.7711
1950 South IH-35,Austin,USA,TX,Whip In Parlour Cafe,-97.78805,30.16563
1950 South IH 35,Austin,USA,TX,Kamala Brewing at the Whip In,-97.73948,30.23802
190 East Stacy Road,Allen,USA,TX,BJ's Restaurant & Brewhouse,-96.65885,33.12985
1825-B Dickinson Ave,Dickinson,USA,TX,Texas Beer Refinery,-95.047092,29.48474
1807 Buddy Holly Ave,Lubbock,USA,TX,Triple J Brewery and Chophouse,-101.84437,33.5789
180 West Mill St #100,New Braunfels,USA,TX,New Braunfels Brewing,-98.12661,29.70297
1718 South Elm St,Sherman,USA,TX,903 Brewers,-96.60695,33.61795
1710 South Fairway,Fort Worth,USA,TX,Atomic Moss Brewing,-97.3016,32.69759
1701 East 6th St,Austin,USA,TX,Zilker Brewing,-97.72454,30.2621
1700 Post Oak Blvd,Houston,USA,TX,Whole Foods Market,-95.4614,29.75019
1700 Bryant Dr,Round Rock,USA,TX,Bluebonnet Beer Co,-97.64696,30.49195
16751 Bending Creek Lane,Friendswood,USA,TX,Sirius Brewpub,-95.172469,29.535235
1675-C Dickinson Ave,Dickinson,USA,TX,Galactic Coast Brewing,-95.04711,29.48577
1606-B Waterloo Trail,Austin,USA,TX,Hops & Grain Brewing,-97.77464,30.24121
1601 North Central Expressway,Richardson,USA,TX,Humperdink's Restaurant & Brewery,-96.72053,32.9692
1601 East Fifth St - Suite 108,Austin,USA,TX,Orf Brewing,-97.72697,30.26216
1580 Wald Road - Suite 1,New Braunfels,USA,TX,Guadalupe Brewing,-98.16335,29.68476
158 Cypress St,Abilene,USA,TX,Abilene Brewing,-99.73458,32.45013
1578-B County Road 423,Alvin,USA,TX,Fetching Lab Brewery,-95.187236,29.39621
1530 Inspiration Dr,Dallas,USA,TX,Community Beer Co,-96.81576,32.79094
1530 Barton Springs Road,Austin,USA,TX,Uncle Billy's Brew & Que,-97.76118,30.26209
15103 Surveyor Blvd,Addison,USA,TX,Bitter Sisters Brewing,-96.84675,32.95392
1510 Resource Parkway,Marble Falls,USA,TX,Save the World Brewing,-98.26402,30.61677
1508 Guadalupe St,San Antonio,USA,TX,Bake  Broil & Brew,-98.51707,29.41843
1500 Market Place Blvd,Irving,USA,TX,Twin Peaks Brewery,-96.96744,32.91907
150 South LBJ Dr,San Marcos,USA,TX,Aquabrew,-97.94018,29.88123
14800 San Pedro Ave,San Antonio,USA,TX,Pete's Brewing,-98.47786,29.57645
146 Whatley Ave,Lewisville,USA,TX,Cobra Brewing,-96.993155,33.043676
1414 South Alamo #105,San Antonio,USA,TX,Blue Star Brewing,-98.48729,29.42359
13570 Chimney Rock St,Beaumont,USA,TX,Cornel's Brewing,-94.27304,30.15697
13370 South Gessner Rd,Missouri City,USA,TX,Fort Bend Brewing,-95.53962,29.6284
13212 Alyssum Dr,Keller,USA,TX,Great Rift Brewery,-97.26038,32.96944
1313 Pecos Dr,Southlake,USA,TX,Treestrike Brewing,-97.17357,32.94456
1309 Leander Dr #504,Leander,USA,TX,Bindlestick Brewing,-97.842431,30.56176
1305-B West Oltorf St,Austin,USA,TX,The Austin Beer Garden Brewing Co,-97.76875,30.2455
13010 West Parmer Lane #800,Cedar Park,USA,TX,Red Horn Coffee House & Brewery,-97.780936,30.533692
13005 Fitzhugh Road,Austin,USA,TX,Jester King Craft Brewing,-97.99513,30.23343
12684 FM 149 Rd,Montgomery,USA,TX,Cycler's Brewing,-95.69641,30.36419
12509 Business Highway 287 N,Fort Worth,USA,TX,Bearded Eel Craft Brewery,-97.330766,32.755488
12470 Milroy Lane,Conroe,USA,TX,B-52 Brewing,-95.551336,30.339388
12431 Pedder Way,Spring,USA,TX,Van Der Bönerbosch Brewing Co,-95.616085,30.01569
12345 Pauls Valley Rd,Austin,USA,TX,Last Stand Brewing,-98.01074,30.23566
12318 Sunlight Peak Lane,Atascocita,USA,TX,Battleground Brewing Co,-95.19546,29.96609
1214 North Chaparral St,Corpus Christi,USA,TX,Railroad Brewing Co,-97.39415,27.80299
12119 Farm Road 381,Eola,USA,TX,Eola School Restaurant  Brewery & Lodge,-100.08935,31.40065
1207 N FM 3083 Road E,Conroe,USA,TX,Southern Star Brewing Co,-95.43306,30.34652
1207 Dunlavy Street,Houston,USA,TX,Ballyhoo Brewing,-95.40226,29.75589
1201 Mockingbird Dr,Grapevine,USA,TX,Noble Rey Brewing,-97.08687,32.96229
1167 Silverlake Dr,Grapevine,USA,TX,Dank Dog Brewing Co,-97.07077,32.95015
11555 US Highway 380 West,Krum,USA,TX,Independent Ale Works,-97.24808,33.23408
11405 North Dowling Road - Unit H,College Station,USA,TX,New Republic Brewing,-96.35046,30.56484
114 Castlewood Dr,New Braunfels,USA,TX,Kruel River Brewing,-98.14683,29.71918
1135 Airway Blvd,El Paso,USA,TX,Jaxon's Restaurants & Brewing Co,-106.39241,31.78134
113 West Shepherd Ave,Lufkin,USA,TX,Big Thicket Brewery,-94.72976,31.33826
113 East Concho 210 - Suite L,San Angelo,USA,TX,Joe's Brewhouse,-100.433582,31.460555
1125 West Cavalcade St,Houston,USA,TX,Town in City Brewing,-95.38677,29.80387
1125 FM 359,Richmond,USA,TX,Texian Brewing,-95.74334,29.61398
112 West Ellison St,Burleson,USA,TX,Old Texas Brewing,-97.320754,32.542193
1117 Speight Ave,Waco,USA,TX,Dancing Bear Pub,-97.12397,31.540596
11160 Circle Dr,Austin,USA,TX,Thirsty Planet Brewing,-97.9522,30.22582
1108 Port Neches Ave,Port Neches,USA,TX,Neches Brewing,-93.95854,29.99183
1107 Sunset Lakes Dr,Pearland,USA,TX,Vallenson's Brewing,-95.22256,29.5347
1105 North Collett Ave,Dallas,USA,TX,Necktie Brewery,-96.76919,32.80286
11031 Dellrose Crossing Dr,Richmond,USA,TX,Hognose Brewing,-95.83098,29.68785
10611 PR 1320 - Unit 1,Wolfforth,USA,TX,Wicked Beaver Brewing,-102.02262,33.49489
106 East Pecan Street,Johnson City,USA,TX,Pecan Street Brewing,-98.41193,30.27768
