State_Abbrv,State_Name,STATE_FIP,2001_1,2002_1,2003_1,2004_1,2005_1,2006_1,2007_1,2008_1,2009_1,2010_1,2011_1,2012_1,2013_1
UT,Utah,49,4.4,5.8,5.7,5.1,4.1,2.9,2.6,3.3,7.8,8.1,6.8,5.4,4.4
